,train_loss,val_loss,train_acc,val_acc
0,2.206534068652562,0.7113393280165536,0.2812142857142857,0.7875714285714286
1,1.7073259092058455,0.5152993313244411,0.4517380952380952,0.8476428571428571
2,1.5899369838351296,0.42712945673295427,0.48651190476190476,0.8794285714285714
3,1.5228644510904947,0.386465162217617,0.5041428571428571,0.893
4,1.4697432237352643,0.3673694204304899,0.5182023809523809,0.8995
5,1.4314485183897472,0.3728777692509549,0.5274642857142857,0.9005714285714286
6,1.4001129373822894,0.34745778945088385,0.5374523809523809,0.9092142857142858
7,1.3739151827040172,0.37157974084360257,0.5463095238095238,0.9076428571428572
8,1.350846737679981,0.36933864474722317,0.5535714285714286,0.9080714285714285
9,1.3275282792136782,0.3659353470461709,0.5602261904761905,0.9107142857142857
10,1.307117717788333,0.3550138580309493,0.5676428571428571,0.9152142857142858
11,1.2788434128534225,0.36457246641601837,0.5741071428571428,0.9139285714285714
12,1.267349609420413,0.3911205322582807,0.5790952380952381,0.9085714285714286
13,1.2442802958715529,0.39015295393552096,0.5856904761904762,0.9155
14,1.2348369794118972,0.3927379345851285,0.5907380952380953,0.913
15,1.215748653230213,0.3809831376373768,0.5944166666666667,0.9179285714285714
16,1.2007007273719423,0.3929112523150231,0.5991071428571428,0.9222857142857143
17,1.1812359938848587,0.40479833058161396,0.6075,0.9201428571428572
18,1.168805969056629,0.4134239688514333,0.6110357142857142,0.9225714285714286
19,1.152829949878511,0.38888461666873525,0.6154285714285714,0.9233571428571429
20,1.1438067404429118,0.41095453559633877,0.6198571428571429,0.9231428571428572
21,1.1312683662232899,0.4098011489779289,0.6231785714285715,0.9225714285714286
22,1.1196548412413825,0.41245044567648853,0.6263690476190477,0.922
23,1.1057977808997745,0.4355233202722988,0.6303928571428571,0.9202857142857143
24,1.1004442563511077,0.38256237506866453,0.63475,0.926
25,1.088033838408334,0.38313033627239723,0.6382619047619048,0.9236428571428571
26,1.0751046561967759,0.38128072459649825,0.6435238095238095,0.9263571428571429
27,1.061093376068842,0.38437242091766427,0.6470714285714285,0.9264285714285714
28,1.0598446697507586,0.4285141876350556,0.6485357142857143,0.9229285714285714
29,1.0447508998598372,0.4329927476178855,0.6517142857142857,0.9269285714285714
30,1.0356628832817079,0.41983476108658524,0.6567380952380952,0.9276428571428571
31,1.0291557622637066,0.42837333820627205,0.6589166666666667,0.9282142857142858
32,1.0142368817556473,0.4275043657440692,0.6634404761904762,0.9249285714285714
33,1.0085267299470448,0.4191963621840945,0.6649404761904761,0.9279285714285714
34,0.9944448950404212,0.4336267801891746,0.6696785714285715,0.9252142857142858
35,0.9906537002381824,0.49439528443345004,0.6716309523809524,0.9209285714285714
36,0.983024988537743,0.44448760992581293,0.6725357142857142,0.9261428571428572
37,0.9653629080454509,0.4391501414829067,0.6781666666666667,0.9254285714285714
38,0.9614654350280761,0.46778911930801614,0.6799761904761905,0.9253571428571429
39,0.9527393719582331,0.46396038838914994,0.6831428571428572,0.9277142857142857
