,train_loss,val_loss,train_acc,val_acc
0,2.3182790863854543,1.0105511000497,0.24433333333333335,0.6852142857142857
1,1.898591910680135,0.752244324343545,0.39764285714285713,0.773
2,1.7846121443339757,0.5975656370435443,0.4346309523809524,0.8237857142857142
3,1.7285476456142608,0.5411747613293784,0.4516428571428571,0.8503571428571428
4,1.6896703198750813,0.5128184434686388,0.46454761904761904,0.8506428571428571
5,1.6629703987212408,0.5393519984994616,0.4716547619047619,0.8512142857142857
6,1.6450119393666585,0.5148098933696746,0.4781547619047619,0.8655714285714285
7,1.6282373830704462,0.4907341111046927,0.4843095238095238,0.8689285714285714
8,1.6236147505896432,0.4640280888080597,0.48573809523809525,0.8827857142857143
9,1.6079880758013043,0.47493051602159225,0.48805952380952383,0.8784285714285714
10,1.6108956095377605,0.47683519816398623,0.48842857142857143,0.8810714285714286
11,1.599921640305292,0.48825608381203245,0.4931904761904762,0.8787857142857143
12,1.591257099651155,0.45871794665498394,0.4935357142857143,0.8849285714285714
13,1.5827579541887555,0.5195378046546664,0.4976190476190476,0.8816428571428572
14,1.5942398953664871,0.5321613384996142,0.4957857142857143,0.8742142857142857
15,1.582535116377331,0.4841029682244573,0.4983452380952381,0.8908571428571429
16,1.5730965849104381,0.5231448918921607,0.5023690476190477,0.886
17,1.5754428068796793,0.5219005690557617,0.5013333333333333,0.8811428571428571
18,1.5701876092184157,0.5702981694425855,0.5022142857142857,0.8872857142857142
19,1.5822153541474115,0.573190098796572,0.4996547619047619,0.8714285714285714
20,1.5750547033491589,0.5499230889294828,0.5020595238095238,0.8879285714285714
21,1.579985003448668,0.5676927288089479,0.5010119047619047,0.8832857142857143
22,1.5800352536156064,0.5967973328403064,0.5025952380952381,0.8817857142857143
23,1.592913269996643,0.5562344381638936,0.50075,0.8845714285714286
24,1.5850151552472795,0.6196430655462402,0.5026904761904762,0.8820714285714286
25,1.5810376796268282,0.6206406449931009,0.5030595238095238,0.8854285714285715
26,1.5864592438652403,0.6123162029470717,0.5022619047619048,0.8814285714285715
27,1.5844217839922223,0.6478548534257071,0.5036666666666667,0.8859285714285714
28,1.6055300574529738,0.7142788708209992,0.5006785714285714,0.879
29,1.6132735149746849,0.7030770260776792,0.4992857142857143,0.8671428571428571
30,1.6007876103264944,0.6938424475107874,0.5011904761904762,0.8705
31,1.601879522005717,0.6502119623507773,0.5017380952380952,0.8842857142857142
32,1.6162295120784214,0.6779811597551618,0.49916666666666665,0.8898571428571429
33,1.618387549627395,0.7010444460128035,0.5005714285714286,0.8795714285714286
34,1.6224172517685662,0.6973592333963939,0.5000952380952381,0.8844285714285715
35,1.6436855002811976,0.7110654651778084,0.49657142857142855,0.8755
36,1.632282732373192,0.7284139196191515,0.4969047619047619,0.878
37,1.6585047058832079,0.7286702426586832,0.4951190476190476,0.8694285714285714
38,1.6709427974337623,0.8060360760348184,0.49307142857142855,0.8702142857142857
39,1.669746310415722,0.8195483184541975,0.49210714285714285,0.8725
